text,label
aiding and abetting to start an unsatisfactory alcohol distribution business,Illicit Business
unsatisfactory selling of services with expired license,Illicit Business
witnessed at a clandestine gambling club in public park,Illicit Business
prostitution,Illicit Business
indicted for operating a prostitution business,Illicit Business
gambling,Illicit Business
accused of improper soliciting of ride share services,Illicit Business
banned betting schemes at school zone,Illicit Business
implicated in wrongful high-roller gambling events at intersection,Illicit Business
involved in an underground gambling ring absent of required permits,Illicit Business
plotting to commit racketeering,Illicit Business
improper betting schemes at main street,Illicit Business
accused of banned soliciting of ride share services,Illicit Business
under suspicion of operating a unsatisfactory brothelconspiracy to sell immoral services,Illicit Business
arrested for operating a wrongful brothelsolicitation to sell immoral services,Illicit Business
banned wagering while playing cards at busy area,Illicit Business
aiding and abetting to offer sex acts,Illicit Business
under suspicion of selling alcohol without a license,Illicit Business
detained for organizing illicit gambling events at parking lot,Illicit Business
prohibited wagering while playing cards at downtown area,Illicit Business
improper pimping,Illicit Business
